@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"southwestair about timeand just in time for my next flight thursday",positive
"southwestair extremely disappointed with poor the customer service provided after cancelled flighting my flight today unprofessional",negative
"southwestair i was helped by a nice lady at phx checkin i spent  hours on hold in  hours so might want to look at efficiency there",negative
"southwestair i told myself last time i would never fly you again i really messed up today thanks flight  worst airline ever",negative
"jetblue yes  times i need some one to call me and help me change a flight i cant do online thanks",negative
"jetblue pls send an it tech  baggage office poor guy is trying  print my claim amp cant i need  get home upgrade  hp printers mfps",negative
"usairways yes i can pay out of pocket that us not helping me for loosing my first class ticket to coach i want resolution or a comp",negative
"usairways frustrating daysno flights home changed airlines thank you phl usairway employees amp united for help getting me back to iah",positive
"united if you have had any issues with united airlines please retweet paid for a full fight ticket and was given a standby instead",negative
"united just tried to log in and was told email log in not currently available",negative
"united gg so why did you cancelled flight tickets for thousands of people when you didnt like the exchange rate doublestandards",negative
"united do you have an email address i can write my account to might be less likely to disappear",neutral
"united so i wasted mins filling in  online forms you are telling me you didnt receive how do i know this wont happen this time",negative
"southwestair thank you i know yall cant control the weather i appreciate yall working to get my flight rebooked the last two days",positive
"southwestair iiiii need help with my flight schedule haha",neutral
"southwestair can you make a premium wifi that i can pay  for that is decent slowfi",negative
"jetblue why does my tsapre work with every airline but you i pay good money for that spent  mins on phone to fix to zero success",negative
"jetblue thats right game set match",neutral
"virginamerica i love the dancing little richard cool beans",positive
"united yesterday im soed now",neutral
"united thanks for that advice so helpful cant believe you guys actually charge people to fly united",negative
"southwestair thanks for taking such good care of my luggage url",negative
"southwestair yeah all  are rebooked for tomorrow am hoping the rd time is a charm for no cancelled flightled flights",negative
"united does the economy plus cabin also qualifies as a premium cabin",neutral
"united flight ua been sitting on tarmac for  mins with no repo as to whyany input",negative
"united a rd pay service you use to sell your tickets has ripped me off excellent service united is offering",negative
"southwestair any plans to make the southwest app for android not crappy",negative
"southwestair thanks ill keep checking im trying to book our first disney world vacation",positive
"jetblue is it only  for my nd bag st bag too full",neutral
"jetblue flight  first officer not even at the airpo wow unreal staff waited until we all boarded to announce we are delayed",negative
"usairways  weeks to refund this ticket  totally unacceptable fix this or ill put it on blast on social media and tv",negative
"southwestair i know it is hard to predict but how are flights from dallas to nashville tomorrow am",neutral
"jetblue ellahenderson the highlight of being delayed freeconce",negative
"jetblue whose performing at t",negative
"united classic",negative
"united elizabeth at washington dulles just hooked me up with a new connecting flight at my gate im super pleased",positive
"southwestair we are  mins from depaure of  and no announced update nor an update to on time status everyone just standing comeon",negative
"southwestair can i get any kind of update on the delayed flight from boston to houston at  really need to be back home tonight",negative
"southwestair matteboss how long did you have to hold we waited  minutes and gave up",negative
"jetblue we are delayed until he arrives",negative
"usairways and really its a middle initial versus middle name all else the same not spending my time on your computer issues",negative
"usairways very disappointed i wasnt allowed to change seats after checking in early online for a flight tomorrow morning",negative
"usairways theyre all reservations numbers and none are in hungary and my phone not working here you make it too difficult",negative
"united if our already rescheduled flight is cancelled flightled is our hotel room paid for",negative
"southwestair cant checkin online for  flight tmrw fr cancun undefined error amp  not workingfamily of  dont want cgroup help",negative
"southwestair does anyone ever answer your phone poor",negative
"usairways strikes again emilylyonss i strongly suggest you live tweet your ordeal their media team appreciates the updates  sunglasses ",negative
"usairways flight  first a  hour wait for a deadhead crew then deadhead crew takes overhead bin space paying customers annoyed",negative
"usairways with the weather mess in the south i missed my connection in clt impressed though with the cust serv phone reps today",positive
"united serious firing needs to happen at hnl they broke the wheelchair you loaned me after you broke mine url",negative
"united call customer service and of course they just say theres nothing we can do and then offer a transfer and disconnect the line",negative
"united now submitted for the third time please check and confirm receipt have taken screen shots in case it disappears again thanks",negative
"southwestair whats yall corporate number bc yall are not trying to accommodate me at all",negative
"southwestair el paso dealsmay heart  heart  heart  hearteyes  herb ",positive
"usairways i been on hold with u for mins wasting my time and amp i dont appreciate it wheresthecustomerserviceat url",negative
"usairways it was us  the gate was open after about  mins waiting what a great way to finish an  hour delayed arrival",negative
"united how can you not know after two hours of us sitting on the plane with no bags off loaded the planes weight",negative
"united you make it hard to fly with you delayed over an hour and now the plane is turning around amp heading back to the gate connection",negative
"jetblue professorpaul always happy to help",positive
"jetblue we have just landed thank you anyway btw flight staff on flight  were wonderful despite their full day and heavy load",positive
"usairways redeemed themselves flight out at  had to call and negotiate but thank the lord im heading home",negative
"usairways total bs i offered to pay for a full first class airfare told sold out  seats and they gave the seats to others crap",negative
"united if your policy changed you must advise at the time of purchase same if you choose to vary it by airpo we want a full refund",negative
"united wanted to but you cancelled flightled my tickets they were too special i guess even for united",negative
"united im  for flight booking problems without major problems  isnt bad 1  1 ",negative
"united elingeniero dont check your baggage if you dont have to they will lose it",negative
"united im hoping we dont miss our lax ito connection not looking forward to being stuck at lax overnight with our teamagain",negative
"united well perhaps you could highlight where that is stated we travel between canada amp usa on united with only nexus",negative
"southwestair why are yall trying to fly me to chicago when i dont live there send me home now bullshit ass customer service",negative
"southwestair  flights cancelled flightled in one week customer service is  hankey  hankey  hankey  hankey ",negative
"southwestair i have had  flights cancelled flightled through yall im sick of it  angry  angry ",negative
"southwestair very poor customer service thru out each of my cxl flights pensive  i shouldve flew delta",negative
"usairways ive been waiting for the callback for eight hours how much longer",negative
"usairways  and a half hours on hold hope it feels good to be a steaming pile of shit americanair paid far too much for you",negative
"nice virginamerica the man of steel might be faster but we have wifi just saying sciencebehindtheexperience url",positive
"united eventually you should approach bags like alaskaair they get it",negative
"united what if my nyc flight is delayed and i miss my connection to sacramento from chicago",negative
"united said they would give us a refund  days late flightr no refund",negative
"united how can you not know the weight of our plane after us sitting on the plane for  hrs not convinced your company is safe for flt",negative
"united we showed up to our flight several hours early tried to call amp was on hold  min bf call disconnected",negative
"southwestair stop ur bs promos of  airplane anywhere staing at  i click and everywhere id fly the only place thats  is cle nothanks",negative
"southwestair i have been in contact and know there are changes but its a destination you should really evaluate thanks",neutral
"southwestair i know one thing delta would never treat their customers like this",negative
"jetblue so happy you can accommodate peanuttreenut allergies on flight st online cover from air provider",positive
"united i shouldnt have to spend my own on a hotel because of a weather delay the weather being something completely out of my control",negative
"united thanks ",positive
"hypocrisy united gg im sorry were not able to offer a full refund because the exchange rate is not what you were hoping for kp",negative
"southwestair all pieces were found and safely delivered to our home this afternoon",positive
"jetblue tried again lovely customer service thank you",positive
"united poor old united never seem to get the response right ",negative
"united obviously the staff at ewr united or otherwise have not seen your ads about being friendly and helpful ewr worst airpo",negative
"united also why cant i preselect seats on sfogtyyz flight im a canadian flight booking problems on url",negative
"united does forelock guarantee the fare only or fare amp seats",neutral
"southwestair im concerned that you will cancelled flight my flight out of bna tomorrow am should i be",negative
"southwestair think flight  from bna to lax will get off the ground tomorrow please snowbama",neutral
"southwestair really appreciate the follow up i always fly with yall for a reason",positive
"jetblue this is not a flight delay this is horrible planning on jet blue jetblue",negative
"jetblue insane the craziness ive seen with jet blue today at newark delayed  hours and now we are waiting for a pilot jetblue",negative
"jetblue hi does my upcoming flight  from west palm to hpn have flyfi",neutral
"united can you not see the thread",negative
"jetblue is there no way to switch to earlier flight to jfk even if i checked a bag",neutral
"virginamerica yes fyi my bff",neutral
"virginamerica another perfect flight how come on your planes the sun visors can stay down other carriers make you raise them",positive
"united no friendly skies from you today hr weather delay in sfo followed by hr mechanical delay while sitting on plane nofun",negative
"united once again your customer service rep was rude i asked a question and in turn got attitude jane was no help disgusted again",negative
"southwestair awesome thanks",positive
"southwestair poisonpill im in same boat am flight to jacksonville get me out of here",negative
"jetblue still love you guys but get me to vegas already  sunny  palmtree  airplane  cocktail  ski ",positive
"jetblue gary who is serving us at fll airpo counter is really true blue makes me feel at home even when a jetblue flight is delayedl",positive
"united fyi continuous texts and emails i am getting about the delay while held captive on the tarmac are not that helpful",negative
"united so not only were you late flight you broke my luggage handle you paying for a new one url",negative
"southwestair has the worst customer service on eah will never fly that airline again",negative
"southwestair flight yesterday cancelled flighted got to airpo am today for an on time flight w was delayed cancelled flighted than reinstated which caused",negative
"southwestair flight  nd depas mco enroute to noairpo url",negative
"southwestair how are flights looking for tomorrow morning from nashville bna to fo lauderdale fll ",neutral
"jetblue are depaing flights from boston heavily delayed flying out tomorrow morning ",neutral
"united your mileageplus signup page is broken",negative
"united  for wifi just so i can tell my family im gonna be late flight cause i had to sit in a grounded plane for the past two hours",negative
"southwestair paid for my own  rental car just to not go through this for the rd day ",negative
"southwestair i did thank you",positive
"southwestair thanks i expected a wait just not that long ",negative
"southwestair understand weather is an issue but on time cancelled flighted reinstated cancelled flighted with hardly any updates and doing nothing for me ",negative
"despite mother natures best effos southwestairs goodhumored folks got us home safely in an area heavily affected by winter storms",positive
"southwestair sadly didnt get much help as a travel agent this is so disappointing to me",negative
"southwestair bos to msp msp to aus aus to bos site doesnt seem to display fields for the middle trip when i add the rd",negative
"southwestair me not to be able to rebook another flight drove to atl to catch a flight was charged  just to get the a group i had",negative
"jetblue will call thank you",positive
"jetblue yes today flight is full now they said no to me at gate ",negative
"usairways flt  clt to day supposed to depa  the still no crew schedulecontact the pilot",negative
"usairways so i ask for ice and the attendant snaps i dont have ice on this ca not  min late flightr  cups of ice to the people  rows ahead",negative
"united was told by supervisor that united disconnected their customer suppo so there was nobody to address it now igiveup",negative
"jetblue i will for sure but my tsapre works with other airlines why is jetblue different",neutral
"usairways  hours on hold oh wait for less than  minutes a useless csr talked to me and put me back on hold for the last  minutes",negative
"usairways thanks it would be better from the gate agent at c in charlotte boarding flight ",positive
"united thanks for all the help totally appreciate it and you made it super easy too",positive
"southwestair no thanks i think we have it straight",negative
"southwestair thanks for taking care of me today michele rocked the customer service gate  hou",positive
"usairways ticket couldnt be used bc unable to get to depaing dest rsw bc of blizzard in bos told only way to use credit is  fine",negative
"usairways if i cant get through to reservations how can they take a look  hour hold times are not reasonable in any industry",negative
"united i feel very well informed yes the flight is indeed delayed thank you url",negative
"united why do i pay more for coach plus to be told preboarding that all overhead bins will be full for me",negative
"united can i get some help changing a ticket  minutes on hold and counting",negative
"usairways flying high thanks",positive
"southwestair can i use points to book a rental car",neutral
"usairways how long is that flight url",neutral
"united itproblems with the link thpay",negative
"jetblue just lost my business enjoy your profits",negative
"jetblue i would drive   hours to jfk to board jetblue to vegas instead of closer haford airpo cramming more seats on planeno more",negative
"united if your air traffic crew could get their shit together no one would notice the rudeness of the ground staff",negative
"southwestair my bags are st woman said it would be there on the next flight not there so now ive got nothing big wigs help me out",negative
"jetblue flight  njb heres looking at blue kid depas mco enroute to bostonlogan url",neutral
"jetblue punta cana to enjoy weather n see my wifes family",neutral
"jetblue and we are glad to see what is going on and fix professorpaul please dm me your confirmation so we can check",positive
"united annricord ",negative
"southwestair not your finest moment in boston right now",negative
"united we were told by united to carry overcarry back for the refund",neutral
"united no i had to leave for work would have not been possible so i would love to have this replaced now",neutral
"i feel completely cheated united i read your commitment to customer service via website and def did not get service suggested there",negative
"usairways ha youre fun",positive
"usairways ur service is so shitty pilot never showed up so we waited hours because another pilot was supposed to come but didnt cancelled flighted",negative
"united exactly it states a secure document is a nexus card it does not state a passpo must always be also presented read it",negative
"southwestair flight  nsw depas mco enroute to indianapolis international airpo url",neutral
"southwestair being old i will miss my connection and can sleep at oak or get a hotel on my own dime rubs me the wrong way i wasnt late flight",negative
"usairways my flight booking problems cld just times out when i select it under manage my flight booking problems for months now i have emailed but no response help",negative
"united my flight was at  pm still at the airpo gee what service do they care nope delayed until ",negative
"united very disappointed in cc purchased ticket online w voucher and charge full amnt would not hold price after refund unacceptable",negative
"jetblue philly lost and read program our customers get hot tea great crewmembers top notch info amp now books url",positive
"usairways being put back on hold for what has now been an hour is completely unacceptable",negative
"usairways stop reposting same autoresponse that was return flight home imateacher couldnt get to rsw neptunewaivethefee notmyfault",negative
"usairways contd they put her on  pm flite tonite i think shes on now worst customer service ever u need to fix it",negative
"usairways thank you glad to be heading home great people at your call center",positive
"usairways thx  replying after trying  get thru many times amp vmail or people hanging up on us we talked  techcontd",positive
"united ooh thanks",positive
"southwestair needed my flight info so i can add my rapid rewards to my flight first time i have flown with sw wont do it again mad",negative
"southwestair i keep getting disconnected after choosing the option unused travel funds on your automated customer service line sos",negative
"jetblue why did i pay for extra space to be forced to put my backpack under my seat its my only bag flight  unprofessional",negative
"jetblue we were on b  this morning from boston to beautiful san diego we really were bummed the satellite was broken ",negative
"jetblue knew that has to be done at the gate correct if so what time does gate open",neutral
"usairways i was told there is no record of my refund can someone please help me this has been a long day",negative
"usairways i tried speaking to multiple people at your reservations desk after  min on hold waivethefee poorcustomerservice neptune",negative
"united she met me from customer service at the arrival of flight ua pvdiad thanks you guys have really handled this storm",positive
"southwestair great thank you best of luck dealing with this horrible winter",positive
"southwestair thank you ",positive
"jetblue the tv wifi was spotty its just a nice feature for a x country flight still wont keep us away lovejetblue",negative
"jetblue so technically i could drive to jfk now and put in request for tomorrows flight",negative
"virginamerica please come to minneapolis st paul",neutral
"united now finally in memphis landed  minutes ago still no bags paying for a service that just gets worse",negative
"united thanks for a terrible experience at ewr customers should be treated as a priority not as an inconvenience tryagain",negative
"united some rd pay service known as ezee flights a man who confirmed he was born in india told me his name was steve wilson",neutral
"united the third wheelchair is broken url",negative
"jetblue so im penalized for packing lightly having  bag and paying extra for a seat",negative
"jetblue dropping passengers with small baby and  infants at your san juan terminal as unloading baby officer writes me ticket for ",negative
"virginamerica is that thestaer grin ",neutral
"united amazing flying over  miles on unitedairlines amp alliance last year still got jilted out of status moneyelsewhere",positive
"united on top of this a csr went ahead and hung up on me after i called united to discuss this",negative
"southwestair i got it added thank you ",positive
"jetblue i agree if only there was a frequent tweeter discount so i could fly to see more friends  grinning tinmanironman meggersrocks",positive
"jetblue understood but could i go and put myself on the standby list  hours prior to my flight",negative
"jetblue the whole plane hoping for better luck on the return flight sunday",negative
"usairways freaking out about the fact you are fixing the engine from charlotte to orlando longday",negative
"virginamerica jezziegoldz would have been a rough trip but luckily we were on a virginamerica flight weather",positive
"always been a jetblue fan but maybe next time ill fly virginamerica for real customer service",negative
"thanks to usairways my trip is all screwed up ive had to move meetings and a dinner and im still not out of nyc yet",negative
"usairways i dont need to check status of my flight because i was on the plane and you had a door malfunction get it together",negative
"united  cab ride to dfw from love got me my bag reimburse",negative
"united gg unbelievable hypocrisy",negative
"united thanks for not getting my businessfirst priority tagged bag onto my connecting flight at ewr despite a  hour layover nice job",positive
"southwestair whats up with these delays throw some priority boarding my way amp ill forgive you good  southwest southwestairlines",negative
"jetblue selfie on the flight  from jfk to orlando with supezar url",neutral
"jetblue ticket issued whilst delivering your customers",negative
"jetblue understand that but this policy of targeting your passengers is not good for business and should be addressed with security",negative
