@relation Tweets

@attribute text string
@attribute labelled_sentiment {positive,neutral,negative}

@data
"for flights cancelled flightled in one week customer service is ",negative
"i have had for flights cancelled flightled through yall im sick of it ",negative
"very poor customer service thru out each of my cxl flights i shouldve flew ",negative
"ive been waiting for the callback for eight hours how much longer ",negative
" and a half hours on hold hope it feels good to be a steaming pile of shit paid far too much for you ",negative
"nice retweet the man of steel might be faster but we have wifi just saying sciencebehindtheexperience ",positive
"eventually you should approach bags like they get it ",negative
"what if my nyc flight is delayed and i miss my connection to sacramento from chicago ",negative
"said they would give us a refund days late flightr no refund ",negative
"how can you not know the weight of our plane after us sitting on the plane for hrs not convinced your company is safe for flt ",negative
"we showed up to our flight several hours early tried to call was on hold min bf call disconnected ",negative
"stop ur bs promos of anywhere starting at i click and everywhere id fly the only place thats is cleveland hopkins international airport nothanks ",negative
"i have been in contact and know there are changes but its a destination you should really evaluate thanks ",neutral
"i know one thing would never treat their customers like this ",negative
"significant other happy you can accommodate peanuttreenut allergies on flight st online cover from air provider ",positive
"i shouldnt have to spend my own on a hotel because of a weather delay the weather being something completely out of my control ",negative
"hypocrisy retweet im sorry were not able to offer a full refund because the exchange rate is not what you were hoping for kp ",negative
"all pieces were found and safely delivered to our home this afternoon ",positive
"tried again lovely customer service thank you ",positive
"poor old united never seem to get the response right ",negative
"obviously the staff at newark liberty international airport united or otherwise have not seen your ads about being friendly and helpful ewr worst airport ",negative
"also why cant i preselect seats on sfoyyz flight im a canadian flight booking problems on httptcoazltjhflv ",negative
"does forelock guarantee the fare only or fare seats ",neutral
"im concerned that you will cancelled flight my flight out of nashville international airport tomorrow am should i be ",negative
"think flight from nashville international airport to los angeles international airport will get off the ground tomorrow please snow ba ma ",neutral
"really appreciate the follow up i always fly with yall for a reason ",positive
"this is not a flight delay this is horrible planning on jet blue jet blue ",negative
"insane the craziness ive seen with jet blue today at newark delayed hours and now we are waiting for a pilot jet blue ",negative
"hi does my upcoming flight from west palm to westchester county airport have flyfi ",neutral
"can you not see the thread ",negative
"is there no way to switch to earlier flight to john f kennedy international airport even if i checked a bag ",neutral
"yes for your information my western nebraska regional airport ",neutral
"another perfect flight how come on your planes the sun visors can stay down other carriers make you raise them ",positive
"no friendly skies from you today hr weather delay in san francisco international airport followed by hr mechanical delay while sitting on plane nofun ",negative
"once again your customer service rep was rude i asked a question and in turn got attitude jane was no help disgusted again ",negative
"awesome thanks ",positive
"im in same boat am flight to jacksonville get me out of here ",negative
"still love you guys but get me to vegas already ",positive
"gary who is serving us at fort lauderdale hollywood international airport airport counter is really true blue makes me feel at home even when a jetblue flight is delayedl ",positive
"for your information continuous texts and emails i am getting about the delay while held captive on the tarmac are not that helpful ",negative
"significant other not only were you late flight you broke my luggage handle you paying for a new one ",negative
"has the worst customer service on earth will never fly that airline again ",negative
"flight yesterday cancelled flighted got to airport am today for an on time flight with was delayed cancelled flighted than reinstated which caused ",negative
"flight nd departs enroute to ",negative
"how are flights looking for tomorrow morning from nashville bna to fort lauderdale fll ",neutral
"are departing flights from boston heavily delayed flying out tomorrow morning ",neutral
"your mileageplus signup page is broken ",negative
" for wifi just significant other i can tell my family im gonna be late flight cause i had to sit in a grounded plane for the past two hours ",negative
"paid for my own rental car just to not go through this for the rd day ",negative
"i did thank you ",positive
"thanks i expected a wait just not that long ",negative
"understand weather is an issue but on time cancelled flighted reinstated cancelled flighted with hardly any updates and doing nothing for me ",negative
"despite mother natures best efforts goodhumored folks got us home safely in an area heavily affected by winter storms ",positive
"sadly didnt get much help as a travel agent this is significant other disappointing to me ",negative
"bos to msp msp to aus aus to bos site doesnt seem to display fields for the middle trip when i add the rd ",negative
"me not to be able to rebook another flight drove to atlanta international airport to catch a flight was charged just to get the a group i had ",negative
"will call thank you ",positive
"yes today flight is full now they said no to me at gate ",negative
"flt charlottedouglas international airport to dayton international airport supposed to depart the still no crew schedulecontact the pilot ",negative
"significant other i ask for ice and the attendant snaps i dont have ice on this cart not min late flightr cups of ice to the people rows ahead ",negative
"was told by supervisor that united disconnected their customer support significant other there was nobody to address it now ig ive up ",negative
" i will for sure but my tsapre works with other airlines why is jetblue different ",neutral
" hours on hold overheard wait for less than minutes a useless csr talked to me and put me back on hold for the last minutes ",negative
"thanks it would be better from the gate agent at c in charlotte boarding flight ",positive
"thanks for all the help totally appreciate it and you made it super easy too ",positive
"no thanks i think we have it straight ",negative
"thanks for taking care of me today michele rocked the customer service gate hobby airport ",positive
"ticket couldnt be used bc unable to get to departing dest rsw bc of blizzard in bos told only way to use credit is fine ",negative
"if i cant get through to reservations how can they take a look hour hold times are not reasonable in any industry ",negative
"i feel very well informed yes the flight is indeed delayed thank you ",negative
"why do i pay more for coach plus to be told preboarding that all overhead bins will be full for me ",negative
"can i get some help changing a ticket minutes on hold and counting ",negative
"flying high thanks ",positive
"can i use points to book a rental car ",neutral
"how long is that flight ",neutral
"itproblems with the link th party ",negative
"just lost my business enjoy your profits ",negative
"i would drive hours to jfk to board jetblue to vegas instead of closer hartford airport cramming more seats on planeno more ",negative
"if your air traffic crew could get their shit together no one would notice the rudeness of the ground staff ",negative
"my bags are st woman said it would be there on the next flight not there significant other now ive got nothing big wigs help me out ",negative
"flight njb heres looking at blue kid departs enroute to ",neutral
"punta cana to enjoy weather n see my wifes family ",neutral
"and we are glad to see what is going on and fix please direct message me your confirmation significant other we can check ",positive
"",negative
"not your finest moment in boston right now ",negative
"we were told by united to carry overcarry back for the refund ",neutral
"no i had to leave for work would have not been possible significant other i would love to have this replaced now ",neutral
"i feel completely cheated i read your commitment to customer service via website and def did not get service suggested there ",negative
"ha youre fun ",positive
"ur service is significant other shitty pilot never showed up significant other we waited hours because another pilot was supposed to come but didnt cancelled flighted ",negative
"exactly it states a secure document is a nexus card it does not state a passport must always be also presented read it ",negative
"flight nsw departs enroute to indianapolis international airport ",neutral
"being old i will miss my connection and can sleep at oakland international airport or get a hotel on my own dime rubs me the wrong way i wasnt late flight ",negative
"my flight booking problems cld just times out when i select it under manage my flight booking problems for months now i have emailed but no response help ",negative
"my flight was at private message still at the airport gee what service do they care nope delayed until ",negative
"very disappointed in carbon copy purchased ticket online with voucher and charge full amnt would not hold price after refund unacceptable ",negative
"ph illy lost and read program our customers get hot tea great crewmembers top notch information now books ",positive
"being put back on hold for what has now been an hour is completely unacceptable ",negative
"stop reposting same autoresponse that was return flight home imateacher couldnt get to southwest florida international airport neptunewaivethefee not my fault ",negative
"contd they put her on private message flite tonite i think shes on now worst customer service ever u need to fix it ",negative
"thank you glad to be heading home great people at your call center ",positive
"thx for replying after trying get thru many times vmail or people hanging up on us we talked techcontd ",positive
"ooh thanks ",positive
"needed my flight information significant other i can add my rapid rewards to my flight first time i have flown with sw wont do it again mad ",negative
"i keep getting disconnected after choosing the option unused travel funds on your automated customer service line sos ",negative
"why did i pay for extra space to be forced to put my backpack under my seat its my only bag flight unprofessional ",negative
"we were on b this morning from boston to beautiful san diego we really were bummed the satellite was broken ",negative
"knew that has to be done at the gate correct if significant other what time does gate open ",neutral
"i was told there is no record of my refund can someone please help me this has been a long day ",negative
"i tried speaking to multiple people at your reservations desk after min on hold wa iv ethe fee poor customer service neptune ",negative
"she met me from customer service at the arrival of flight ua pvdiad thanks you guys have really handled this storm ",positive
"great thank you best of luck dealing with this horrible winter ",positive
"the tv wifi was spotty its just a nice feature for a x country flight still wont keep us away love jet blue ",negative
"significant other technically i could drive to john f kennedy international airport now and put in request for tomorrows flight ",negative
"please come to minneapolis st paul ",neutral
"now finally in memphis landed minutes ago still no bags paying for a service that just gets worse ",negative
"thanks for a terrible experience at ewr customers should be treated as a priority not as an inconvenience try again ",negative
"some rd party service known as ezee flights a man who confirmed he was born in india told me his name was steve wilson ",neutral
"the third wheelchair is broken ",negative
"significant other im penalized for packing lightly having bag and paying extra for a seat ",negative
"dropping passengers with small baby and infants at your san juan terminal as unloading baby officer writes me ticket for ",negative
"is that thestarter ",neutral
"amazing flying over miles on unitedairlines alliance last year still got jilted out of status money elsewhere ",positive
"on top of this a csr went ahead and hung up on me after i called united to discuss this ",negative
"i got it added thank you ",positive
"i agree if only there was a frequent tweeter discount significant other i could fly to see more friends ",positive
"understood but could i go and put myself on the standby list hours prior to my flight ",negative
"the whole plane hoping for better luck on the return flight sunday ",negative
"freaking out about the fact you are fixing the engine from charlotte to orlando long day ",negative
"would have been a rough trip but luckily we were on a virgin america flight weather ",positive
"always been a fan but maybe next time ill fly for real customer service ",negative
"thanks to my trip is all screwed up ive had to move meetings and a dinner and im still not out of nyc yet ",negative
"i dont need to check status of my flight because i was on the plane and you had a door malfunction get it together ",negative
" cab ride to dfw from love got me my bag reimburse ",negative
"unbelievable hypocrisy ",negative
"thanks for not getting my businessfirst priority tagged bag onto my connecting flight at newark liberty international airport despite a hour layover nice job ",positive
"whats up with these delays throw some priority boarding my way ill forgive you southwest southwest airlines ",negative
"selfie on the flight from jfk to orlando with ",neutral
"ticket issued whilst delivering your customers ",negative
